"last_name, first_name","player_id","year","team_name_alt","pitch_type","pitch_name","run_value_per_100","run_value","pitches","pitch_usage","pa","ba","slg","woba","whiff_percent","k_percent","put_away","est_ba","est_slg","est_woba","hard_hit_percent"
"Corbin, Patrick",571578,2023,"WSH","SL","Slider",-0.6,-7,1024,35,237,0.233,0.461,0.339,39.9,27.4,19.9,0.266,0.516,0.354,38.7
"Gilbert, Logan",669302,2023,"SEA","SL","Slider",1.7,15,867,29.7,233,0.211,0.349,0.273,32.2,22.7,21.7,0.233,0.36,0.276,38.7
"Gray, Jon",592351,2023,"TEX","SL","Slider",2,16,801,33.5,228,0.194,0.275,0.231,37,33.3,27.7,0.196,0.293,0.236,34.5
"Giolito, Lucas",608337,2023,"CLE","SL","Slider",-0.9,-8,901,28.2,218,0.236,0.438,0.319,34.5,25.7,20.1,0.234,0.4,0.295,40.5
"Ashcraft, Graham",668933,2023,"CIN","SL","Slider",-0.7,-6,868,37.3,217,0.221,0.461,0.31,32.9,31.3,23.1,0.22,0.415,0.293,30.9
"Bradish, Kyle",680694,2023,"BAL","SL","Slider",1.6,14,824,31.2,214,0.168,0.272,0.218,36.4,35,24.4,0.2,0.366,0.264,35.9
"Luzardo, Jesús",666200,2023,"MIA","SL","Slider",-0.5,-4,863,28.9,201,0.233,0.389,0.292,51.8,52.7,30.1,0.17,0.288,0.214,43.7
"Barria, Jaime",642545,2023,"LAA","SL","Slider",-0.5,-3,684,50.7,200,0.242,0.452,0.333,26,20,20.5,0.252,0.436,0.316,32.7
"Mikolas, Miles",571945,2023,"STL","SL","Slider",0.9,7,776,24.3,195,0.245,0.375,0.294,22.4,17.9,16.4,0.248,0.412,0.3,32.5
"DeSclafani, Anthony",543101,2023,"SF","SL","Slider",0.7,5,694,44.8,191,0.257,0.429,0.328,27.2,19.9,22.8,0.266,0.447,0.323,41.5
"Garrett, Braxton",666129,2023,"MIA","SL","Slider",1.4,9,640,25.8,187,0.169,0.302,0.246,40.8,39,22.6,0.214,0.342,0.274,36.4
"Gray, Josiah",680686,2023,"WSH","SL","Slider",0.3,2,693,24.6,187,0.239,0.405,0.33,35.1,23.5,20.8,0.256,0.431,0.345,33.6
"Flaherty, Jack",656427,2023,"BAL","SL","Slider",-0.8,-5,652,24.8,187,0.339,0.558,0.41,26.6,15,14.7,0.326,0.521,0.393,43.6
"Vasquez, Andrew",607755,2023,"DET","SL","Slider",1,7,698,81.8,185,0.247,0.37,0.326,17.9,20,18.9,0.212,0.325,0.282,26
"Verlander, Justin",434378,2023,"HOU","SL","Slider",1.4,9,659,25.3,184,0.201,0.325,0.267,29.2,30.4,21.1,0.182,0.287,0.238,34.2
"Abreu, Bryan",650556,2023,"HOU","SL","Slider",2.1,15,711,58.7,184,0.185,0.302,0.27,41.3,37,28.6,0.2,0.345,0.28,33.3
"Sandoval, Patrick",663776,2023,"LAA","SL","Slider",-0.5,-4,683,26.1,183,0.267,0.323,0.323,28.2,18.6,15.5,0.28,0.38,0.33,33.8
"Greene, Hunter",668881,2023,"CIN","SL","Slider",0.1,1,842,40.3,179,0.229,0.416,0.308,39.4,37.4,22,0.176,0.28,0.224,34.7
"Cole, Gerrit",543037,2023,"NYY","SL","Slider",1.4,9,683,20.8,175,0.186,0.251,0.22,32.7,29.1,18.3,0.233,0.319,0.255,32.5
"Heaney, Andrew",571760,2023,"TEX","SL","Slider",-1.6,-10,651,25,172,0.259,0.443,0.347,29.9,30.8,20.2,0.226,0.353,0.283,43.8
"Dunning, Dane",641540,2023,"TEX","SL","Slider",0.3,2,630,23.4,170,0.212,0.364,0.264,34.5,31.2,21.7,0.247,0.403,0.289,41.1
"Scott, Tanner",656945,2023,"MIA","SL","Slider",2.5,16,636,52.6,170,0.173,0.237,0.224,40.6,38.2,29.8,0.18,0.228,0.211,25.8
"Canning, Griffin",656288,2023,"LAA","SL","Slider",-0.2,-1,624,28.7,169,0.261,0.344,0.297,34,33.1,22.6,0.222,0.308,0.262,41.6
"Kopech, Michael",656629,2023,"CWS","SL","Slider",-1.1,-7,660,27.2,169,0.258,0.516,0.359,27.4,26.6,21.3,0.248,0.471,0.322,43.5
"Javier, Cristian",664299,2023,"HOU","SL","Slider",-0.2,-2,864,30,168,0.211,0.367,0.3,28.7,26.8,17.8,0.204,0.333,0.279,33.7
"Díaz, Alexis",664747,2023,"CIN","SL","Slider",2.8,16,598,51.5,168,0.153,0.229,0.237,37.9,33.9,28.1,0.175,0.245,0.249,38.2
"Houck, Tanner",656557,2023,"BOS","SL","Slider",1.2,8,664,38.2,166,0.178,0.301,0.259,38.6,29.5,22.5,0.206,0.359,0.283,32
"Sale, Chris",519242,2023,"BOS","SL","Slider",0.4,2,627,37.5,163,0.162,0.358,0.257,38.9,45.4,29.1,0.159,0.31,0.248,32
"Brash, Matt",666374,2023,"SEA","SL","Slider",2.3,15,659,50.5,161,0.162,0.216,0.2,48.8,44.1,30.5,0.154,0.241,0.205,26.6
"Peralta, Freddy",642547,2023,"MIL","SL","Slider",-0.1,-1,619,21.8,159,0.203,0.392,0.296,46,35.2,25.3,0.221,0.377,0.299,35.6
"Curry, Xzavion",675540,2023,"CLE","SL","Slider",0.3,2,539,36.1,156,0.238,0.361,0.276,23.2,17.9,16.8,0.259,0.432,0.31,40.5
"Santos, Gregory",666619,2023,"CWS","SL","Slider",3.1,17,551,52.6,156,0.196,0.203,0.223,37.5,30.8,26.7,0.203,0.257,0.224,29
"Castillo, Luis",622491,2023,"SEA","SL","Slider",0.3,2,710,22.1,154,0.234,0.455,0.311,37.8,33.1,25.1,0.21,0.355,0.261,39.6
"Rogers, Tyler",643511,2023,"SF","SL","Slider",0.3,2,549,48.8,153,0.187,0.338,0.27,33.4,29.4,23.9,0.161,0.258,0.224,19.8
"Moreta, Dauri",664294,2023,"PIT","SL","Slider",1.1,7,623,64.8,152,0.162,0.265,0.24,40.8,38.2,29.4,0.167,0.246,0.218,27.2
"Glasnow, Tyler",607192,2023,"TB","SL","Slider",0.9,6,659,34.8,152,0.254,0.373,0.305,38.5,19.1,28.4,0.274,0.483,0.348,43.9
"Okert, Steven",595345,2023,"MIA","SL","Slider",1.1,7,625,61.3,150,0.194,0.373,0.281,34.3,34,26.2,0.18,0.346,0.266,36.5
"Romano, Jordan",605447,2023,"TOR","SL","Slider",1.5,8,496,54.2,150,0.216,0.338,0.275,38.6,29.3,28.9,0.215,0.351,0.271,36.5
"Walker, Ryan",676254,2023,"SF","SL","Slider",-0.5,-3,542,50.2,142,0.248,0.473,0.349,41.9,35.9,23.8,0.193,0.319,0.26,29.1
"Alcantara, Sandy",645261,2023,"MIA","SL","Slider",-0.3,-2,548,20.1,142,0.227,0.364,0.298,35.2,21.1,19.7,0.251,0.383,0.302,35.3
"Peterson, David",656849,2023,"NYM","SL","Slider",-2.6,-10,389,19.8,141,0.268,0.472,0.355,40.4,41.8,29.2,0.233,0.4,0.311,55.9
"Bieber, Shane",669456,2023,"CLE","SL","Slider",0.8,3,404,20.7,141,0.18,0.331,0.253,32.6,31.2,23.2,0.21,0.353,0.256,33.7
"Lorenzen, Michael",547179,2023,"PHI","SL","Slider",1.1,6,551,23.3,140,0.242,0.352,0.29,29.3,15.7,15.3,0.303,0.488,0.363,46.7
"Hamilton, Ian",641656,2023,"NYY","SL","Slider",2.5,13,531,54.2,139,0.156,0.234,0.21,42.5,39.6,25.3,0.179,0.269,0.232,30.1
"Grove, Michael",675627,2023,"LAD","SL","Slider",0.6,3,438,38.2,138,0.2,0.331,0.254,44.9,38.4,29,0.199,0.33,0.252,27.3
"Contreras, Roansy",672710,2023,"PIT","SL","Slider",0.8,4,496,43.5,137,0.227,0.367,0.281,36.7,24.8,17.4,0.251,0.388,0.298,40
"Freeland, Kyle",607536,2023,"COL","SL","Slider",0.8,5,570,23.6,137,0.246,0.549,0.346,20,12.4,12.7,0.261,0.498,0.339,40.2
"Scholtens, Jesse",669947,2023,"CWS","SL","Slider",-1.7,-9,529,36.6,136,0.354,0.472,0.399,23.4,14.7,14.1,0.297,0.429,0.333,40.7
"Ortiz, Luis L.",682847,2023,"PIT","SL","Slider",-0.3,-1,478,32.7,134,0.246,0.449,0.34,31.2,22.4,18.5,0.268,0.464,0.346,42.2
"Clevinger, Mike",605182,2023,"CWS","SL","Slider",0.5,3,568,27,134,0.203,0.366,0.284,30.6,21.6,17.4,0.227,0.392,0.303,31.9
"Nelson, Kyle",669459,2023,"AZ","SL","Slider",-0.9,-5,520,59.2,131,0.228,0.447,0.314,41.5,36.6,25.3,0.219,0.385,0.279,32.9
"Gomber, Austin",596295,2023,"COL","SL","Slider",0.3,1,434,20.1,128,0.275,0.383,0.306,24.7,14.8,16.8,0.26,0.406,0.302,35.9
"Olson, Reese",681857,2023,"DET","SL","Slider",-0.4,-2,534,30.6,128,0.217,0.433,0.321,41.6,32,22.8,0.216,0.441,0.3,40.5
"Wood, Alex",622072,2023,"SF","SL","Slider",-1.4,-6,446,26.1,128,0.288,0.441,0.362,25,19.5,16.3,0.259,0.44,0.339,37.5
"Merryweather, Julian",657240,2023,"CHC","SL","Slider",1.4,9,603,49.1,127,0.205,0.303,0.238,45.3,39.4,24.8,0.198,0.291,0.229,29.2
"Greinke, Zack",425844,2023,"KC","SL","Slider",0.7,3,444,20,125,0.214,0.282,0.249,23.1,20,15.7,0.23,0.33,0.271,25.8
"Seabold, Connor",657756,2023,"COL","SL","Slider",-2.7,-13,476,30.5,125,0.313,0.616,0.423,26.2,14.4,10.7,0.255,0.474,0.339,37.5
"Ginkel, Kevin",656464,2023,"AZ","SL","Slider",1.6,7,454,43,124,0.162,0.248,0.202,40.4,37.1,25.6,0.161,0.23,0.19,37
"Pérez, Eury",691587,2023,"MIA","SL","Slider",1.9,9,473,30.8,124,0.183,0.365,0.261,47.7,39.5,28.5,0.164,0.299,0.227,34.3
"Peguero, Elvis",665625,2023,"MIL","SL","Slider",0.1,0,465,50.9,122,0.209,0.291,0.274,41.4,30.3,23.7,0.22,0.322,0.273,35.1
"Littell, Zack",641793,2023,"TB","SL","Slider",0.9,4,428,32.2,121,0.27,0.47,0.342,17.9,7.4,15.8,0.309,0.497,0.357,45.8
"Pressly, Ryan",519151,2023,"HOU","SL","Slider",1.7,7,410,40,120,0.186,0.319,0.255,35,25.8,27,0.246,0.395,0.286,44
"Stripling, Ross",548389,2023,"SF","SL","Slider",-0.1,0,424,29.2,119,0.274,0.487,0.344,18.4,11.8,13.9,0.295,0.554,0.374,47.5
"Megill, Tylor",656731,2023,"NYM","SL","Slider",0,0,460,20.6,118,0.264,0.445,0.332,31.1,27.1,18,0.265,0.474,0.337,39.2
"Hernandez, Jose E.",669796,2023,"PIT","SL","Slider",1.5,7,481,55.9,117,0.17,0.259,0.216,39.5,42.7,29.8,0.176,0.258,0.21,23.8
"Payamps, Joel",606303,2023,"MIL","SL","Slider",1,5,490,43.8,117,0.192,0.279,0.26,28.6,31.6,21.6,0.196,0.269,0.247,27.5
"Medina, Luis",665622,2023,"OAK","SL","Slider",-1.2,-5,455,23.4,117,0.233,0.456,0.349,48.4,40.2,27.2,0.202,0.339,0.284,50.9
"Doval, Camilo",666808,2023,"SF","SL","Slider",1.6,7,412,36.2,115,0.173,0.296,0.276,49.3,41.7,31.4,0.156,0.277,0.254,29.4
"Muller, Kyle",666205,2023,"OAK","SL","Slider",-0.8,-3,368,25.3,114,0.293,0.475,0.362,24.2,15.8,16.8,0.276,0.487,0.362,29.4
"Blanco, Ronel",669854,2023,"HOU","SL","Slider",1.5,7,440,48.6,114,0.189,0.321,0.26,42.6,28.1,21.6,0.197,0.326,0.256,23
"Alzolay, Adbert",640470,2023,"CHC","SL","Slider",2.2,10,433,45,113,0.194,0.311,0.26,40.6,33.6,24.7,0.213,0.333,0.265,34.3
"Scherzer, Max",453286,2023,"TEX","SL","Slider",-0.2,-1,414,16.8,113,0.25,0.545,0.336,36.4,29.2,22.6,0.245,0.464,0.301,35.4
"Sandlin, Nick",680704,2023,"CLE","SL","Slider",1.5,7,500,49.6,113,0.154,0.356,0.253,38.5,29.2,19.9,0.167,0.32,0.239,25
"Tonkin, Michael",543859,2023,"ATL","SL","Slider",0.1,0,478,37.3,112,0.196,0.304,0.277,30.4,24.1,14.8,0.212,0.286,0.254,30.3
"Gallegos, Giovanny",606149,2023,"STL","SL","Slider",-0.6,-3,409,46.3,112,0.214,0.447,0.319,50.6,31.3,22.2,0.228,0.417,0.305,36.2
"Hudson, Dakota",641712,2023,"STL","SL","Slider",-1.3,-6,429,32.6,110,0.26,0.427,0.33,39.6,32.7,23.4,0.234,0.432,0.32,44.4
"Kirby, George",669923,2023,"SEA","SL","Slider",1.1,6,556,19.7,110,0.264,0.377,0.298,22,12.7,9.8,0.271,0.368,0.286,28
"Smith, Will",519293,2023,"TEX","SL","Slider",3.9,17,433,50.2,110,0.12,0.213,0.152,39.8,39.1,27.9,0.151,0.23,0.173,23.1
"Bard, Daniel",453268,2023,"COL","SL","Slider",-0.3,-1,423,45.3,108,0.224,0.471,0.353,25.4,25.9,20.1,0.237,0.509,0.373,32.3
"Castro, Miguel",612434,2023,"AZ","SL","Slider",0.9,4,420,41.7,108,0.171,0.333,0.235,33.8,30.6,23.4,0.194,0.36,0.246,23.6
"Jackson, Luke",592426,2023,"SF","SL","Slider",1.2,4,370,70.5,106,0.2,0.3,0.269,27.4,30.2,24.4,0.196,0.318,0.245,33.8
"Muñoz, Andrés",662253,2023,"SEA","SL","Slider",0.7,3,406,48.6,106,0.23,0.36,0.287,48.3,39.6,29.6,0.197,0.294,0.238,34.5
"Davidson, Tucker",656353,2023,"KC","SL","Slider",-0.6,-2,375,44.3,105,0.34,0.485,0.377,23.1,16.2,16.5,0.335,0.492,0.374,37
"Maeda, Kenta",628317,2023,"MIN","SL","Slider",-1.8,-7,378,22.2,104,0.247,0.577,0.366,27.2,24,21.6,0.215,0.438,0.301,37.5
"Barlow, Scott",605130,2023,"SD","SL","Slider",1.6,7,444,37.1,104,0.191,0.292,0.255,36.4,27.9,24.4,0.189,0.266,0.247,21.9
"Faedo, Alex",656412,2023,"DET","SL","Slider",-0.4,-1,394,38.1,104,0.192,0.364,0.283,41.3,30.8,21.1,0.179,0.32,0.233,22.4
"Weems, Jordan",607179,2023,"WSH","SL","Slider",1.1,5,399,43.4,104,0.204,0.323,0.267,28.4,29.8,23.3,0.206,0.335,0.264,40
"Gore, MacKenzie",669022,2023,"WSH","SL","Slider",0.5,2,448,18.2,103,0.213,0.415,0.306,37.5,27.2,21.9,0.26,0.48,0.346,43.9
"Manoah, Alek",666201,2023,"TOR","SL","Slider",-1.8,-9,507,30,103,0.239,0.432,0.352,28.6,28.2,14.3,0.191,0.305,0.29,32.2
"Ober, Bailey",641927,2023,"MIN","SL","Slider",-0.9,-4,457,19.6,103,0.255,0.48,0.338,32.9,30.1,17.6,0.249,0.463,0.319,37.3
"Blackburn, Paul",621112,2023,"OAK","SL","Slider",0.6,2,340,18.1,102,0.198,0.308,0.258,34.4,30.4,21.1,0.218,0.345,0.27,22.2
"Beck, Tristan",663941,2023,"SF","SL","Slider",0.2,1,428,33,102,0.309,0.489,0.386,23,13.7,20.9,0.296,0.496,0.361,42
"Clarke, Taylor",664199,2023,"KC","SL","Slider",0.8,3,395,37,102,0.242,0.429,0.329,32.3,24.5,20.3,0.192,0.369,0.286,39.4
"Soto, Gregory",642397,2023,"PHI","SL","Slider",0.7,3,377,39,100,0.16,0.362,0.248,49,37,24.3,0.165,0.289,0.215,32.8
"Miller, Bobby",676272,2023,"LAD","SL","Slider",-0.3,-1,328,16.7,98,0.25,0.424,0.306,29.2,28.6,18.3,0.229,0.355,0.282,38.5
"Bido, Osvaldo",674370,2023,"PIT","SL","Slider",0.1,1,341,36.3,98,0.233,0.337,0.297,21,17.3,13,0.261,0.339,0.3,33.8
"Bello, Brayan",678394,2023,"BOS","SL","Slider",-1.2,-6,460,17.6,97,0.3,0.456,0.372,25.9,18.6,13.4,0.264,0.415,0.318,47.2
"Strahm, Matt",621381,2023,"PHI","SL","Slider",3.1,11,350,25.6,97,0.133,0.256,0.168,34.3,35.1,26.6,0.153,0.267,0.186,32.8
"Miller, Bryce",682243,2023,"SEA","SL","Slider",0.9,3,396,18.9,96,0.202,0.337,0.245,24.4,26,15.9,0.253,0.433,0.314,47.8
"Brebbia, John",605154,2023,"SF","SL","Slider",-0.1,-1,364,53.9,96,0.227,0.511,0.328,25.6,21.9,17.1,0.223,0.448,0.295,42.9
"Kuhl, Chad",641771,2023,"WSH","SL","Slider",0.7,2,331,43,95,0.235,0.482,0.336,34.6,28.4,23.5,0.235,0.488,0.339,45.8
"Sears, JP",676664,2023,"OAK","SL","Slider",0.9,3,384,13.4,93,0.205,0.386,0.29,29.2,24.7,17.6,0.185,0.302,0.253,24.6
"Gonsolin, Tony",664062,2023,"LAD","SL","Slider",-2.2,-7,304,18.3,91,0.268,0.439,0.345,25.3,18.7,14.7,0.299,0.542,0.383,36.4
"Clase, Emmanuel",661403,2023,"CLE","SL","Slider",1.2,4,358,32,91,0.19,0.226,0.211,31.3,28.6,19.4,0.194,0.315,0.239,36.7
"Brasier, Ryan",518489,2023,"LAD","SL","Slider",1.5,5,319,35.4,91,0.12,0.157,0.174,35.8,35.2,22.2,0.186,0.259,0.238,49.1
"Williams, Gavin",668909,2023,"CLE","SL","Slider",2.8,8,306,22.1,91,0.157,0.241,0.237,31.8,26.4,22.4,0.195,0.256,0.239,30.5
"Bickford, Phil",641360,2023,"NYM","SL","Slider",-4.3,-14,331,26.9,89,0.325,0.614,0.428,28.6,19.1,13.1,0.294,0.542,0.376,49.3
"Hoffman, Jeff",656546,2023,"PHI","SL","Slider",2.2,9,416,47.9,89,0.074,0.123,0.156,44.6,43.8,29.3,0.11,0.16,0.155,20.5
"Nardi, Andrew",677053,2023,"MIA","SL","Slider",0.9,3,362,37.8,88,0.2,0.412,0.272,35.5,40.9,26.5,0.165,0.3,0.214,16.3
"Kaprielian, James",621076,2023,"OAK","SL","Slider",-0.8,-3,335,30.7,88,0.263,0.4,0.323,31.6,31.8,20.6,0.193,0.248,0.237,17.3
"Darvish, Yu",506433,2023,"SD","SL","Slider",-2.1,-8,392,17.7,87,0.432,0.703,0.518,24.4,13.8,19.7,0.346,0.534,0.425,37.1
"Hoeing, Bryan",663773,2023,"MIA","SL","Slider",0.6,2,357,31.7,86,0.179,0.333,0.22,32.9,26.7,17.3,0.231,0.41,0.274,33.9
"Rodón, Carlos",607074,2023,"NYY","SL","Slider",-0.8,-3,327,28.9,85,0.2,0.347,0.298,37.2,36.5,26.5,0.203,0.306,0.275,27.3
"Poche, Colin",621363,2023,"TB","SL","Slider",2.3,8,324,35,85,0.127,0.203,0.204,41,37.6,33.3,0.141,0.238,0.19,29.2
"López, Reynaldo",625643,2023,"CLE","SL","Slider",-0.2,-1,354,29.4,85,0.247,0.395,0.288,38.7,36.5,20.1,0.215,0.407,0.283,35.3
"Soriano, George",666277,2023,"MIA","SL","Slider",0.9,3,335,37.9,84,0.162,0.365,0.285,38,39.3,27.5,0.149,0.316,0.24,27.9
"Englert, Mason",669438,2023,"DET","SL","Slider",0.4,1,346,36.1,84,0.284,0.446,0.365,30.3,14.3,16.4,0.34,0.499,0.39,41.5
"Sborz, Josh",622250,2023,"TEX","SL","Slider",0.5,2,317,38,84,0.203,0.367,0.29,40,25,28.4,0.234,0.361,0.28,36.2
"Velasquez, Vince",592826,2023,"PIT","SL","Slider",2.3,7,290,44.6,83,0.192,0.308,0.238,31.9,28.9,27,0.194,0.277,0.227,30.9
"Snell, Blake",605483,2023,"SD","SL","Slider",1,4,416,13.1,82,0.123,0.26,0.212,53.6,41.5,25,0.16,0.293,0.247,32.5
"Severino, Luis",622663,2023,"NYY","SL","Slider",-4.1,-13,307,18.8,81,0.289,0.566,0.404,25.4,21,13.9,0.293,0.547,0.375,32.2
"Fairbanks, Pete",664126,2023,"TB","SL","Slider",3.2,12,366,49.9,81,0.178,0.178,0.225,31.4,32.1,26.3,0.215,0.255,0.252,34
"Jiménez, Joe",641729,2023,"ATL","SL","Slider",-0.5,-1,287,30.7,81,0.244,0.423,0.321,45.7,38.3,27.9,0.224,0.388,0.274,42.6
"Williams, Trevor",592866,2023,"WSH","SL","Slider",-0.9,-4,406,15.5,81,0.314,0.514,0.409,26.4,12.3,11,0.336,0.525,0.409,47.5
"Hernández, Carlos",672578,2023,"KC","SL","Slider",-1.1,-3,295,23.6,81,0.173,0.307,0.235,37.9,30.9,20,0.203,0.344,0.25,40.4
"Wells, Tyler",669330,2023,"BAL","SL","Slider",0.4,1,312,16.4,80,0.149,0.23,0.226,28,23.8,14.7,0.195,0.303,0.249,32.7
"Farmer, Buck",571656,2023,"CIN","SL","Slider",1.4,6,414,33.9,80,0.158,0.25,0.195,46,33.8,20.9,0.194,0.317,0.236,24
"Carrasco, Carlos",471911,2023,"NYM","SL","Slider",-2.4,-7,287,18.1,80,0.329,0.575,0.404,32.9,21.3,17.9,0.281,0.509,0.361,45.6
"Boyd, Matthew",571510,2023,"DET","SL","Slider",-0.6,-2,334,28.4,80,0.203,0.338,0.289,30.5,31.3,19.1,0.192,0.325,0.254,30.6
"Chafin, Andrew",605177,2023,"MIL","SL","Slider",0.4,1,323,35.1,80,0.111,0.208,0.192,55.8,58.8,28.5,0.118,0.24,0.205,28
"Banks, Tanner",621383,2023,"CWS","SL","Slider",1.2,4,305,30.3,79,0.225,0.408,0.311,26.3,17.7,17.9,0.217,0.315,0.276,33.3
"Chargois, JT",608638,2023,"MIA","SL","Slider",0.3,1,292,41.5,79,0.206,0.338,0.283,30.2,29.1,19,0.178,0.271,0.246,17
"Morgan, Eli",669212,2023,"CLE","SL","Slider",-1.1,-3,302,25.2,76,0.243,0.378,0.318,36.8,25,20.7,0.248,0.364,0.272,29.1
"McClanahan, Shane",663556,2023,"TB","SL","Slider",0.1,0,279,15.3,76,0.261,0.58,0.382,29.1,17.1,17.6,0.237,0.429,0.318,50
"Valdez, Framber",664285,2023,"HOU","SL","Slider",-1.4,-4,257,8.7,76,0.189,0.405,0.261,43.8,52.6,31.3,0.18,0.36,0.237,44.1
"Abreu, Albert",656061,2023,"NYY","SL","Slider",2,6,293,28.1,75,0.109,0.219,0.214,39.4,32,24.7,0.172,0.302,0.268,34.1
"Stratton, Chris",608717,2023,"TEX","SL","Slider",-0.9,-2,262,19.3,75,0.246,0.507,0.353,17,10.7,9.4,0.25,0.456,0.313,37.5
"Adams, Austin",613534,2023,"AZ","SL","Slider",1.3,4,325,89.8,75,0.231,0.246,0.278,30.1,29.3,20.2,0.187,0.248,0.256,32.6
"Cuas, Jose",621016,2023,"CHC","SL","Slider",-3.5,-9,267,22.7,75,0.254,0.478,0.342,42.2,33.3,26.6,0.224,0.512,0.338,41.9
"Lambert, Peter",663567,2023,"COL","SL","Slider",-0.2,-1,307,21.2,75,0.304,0.522,0.38,21.4,17.3,20.6,0.276,0.484,0.352,39.3
"Anderson, Grant",681982,2023,"TEX","SL","Slider",-0.1,0,298,49.8,74,0.246,0.348,0.288,20,14.9,14.7,0.207,0.33,0.26,25.9
"Chapman, Aroldis",547973,2023,"TEX","SL","Slider",1.4,4,291,28.9,72,0.193,0.263,0.333,46.6,34.7,39.1,0.183,0.266,0.3,27.3
"Manaea, Sean",640455,2023,"SF","SL","Slider",-3.5,-10,286,13.9,71,0.317,0.635,0.459,24.4,23.9,16.2,0.282,0.479,0.366,37
"Jackson, Jay",543351,2023,"TOR","SL","Slider",3.2,8,265,59.8,71,0.116,0.261,0.173,35.4,23.9,20.7,0.227,0.421,0.283,26.9
"De Los Santos, Enyel",660853,2023,"CLE","SL","Slider",2.5,8,319,30.4,71,0.125,0.25,0.223,47.6,33.8,24,0.147,0.263,0.226,25
"Pruitt, Austin",643493,2023,"OAK","SL","Slider",0.4,1,285,37.6,71,0.238,0.365,0.289,24.5,12.7,10.3,0.246,0.382,0.299,23.2
"Chirinos, Yonny",630023,2023,"ATL","SL","Slider",-1.5,-5,346,25.8,70,0.361,0.705,0.461,15.3,7.1,6.4,0.354,0.692,0.458,48.3
"Sánchez, Cristopher",650911,2023,"PHI","SL","Slider",-0.7,-2,308,21.1,70,0.25,0.456,0.324,29.7,24.3,23.6,0.25,0.444,0.304,33.3
"Borucki, Ryan",621366,2023,"PIT","SL","Slider",1.1,3,289,54.7,69,0.194,0.306,0.297,31.5,18.8,24.5,0.245,0.335,0.29,32
"Stephan, Trevor",663986,2023,"CLE","SL","Slider",-1.6,-4,272,24.1,69,0.317,0.467,0.375,27,14.5,18.9,0.305,0.47,0.383,39.2
"Houser, Adrian",605288,2023,"MIL","SL","Slider",-0.7,-2,308,16.6,68,0.258,0.484,0.362,28.4,19.1,16.3,0.245,0.386,0.307,38.8
"La Sorsa, Joe",686747,2023,"WSH","SL","Slider",2.5,6,244,45.2,68,0.125,0.172,0.189,31.6,29.4,21.7,0.173,0.22,0.201,15.9
"Graveman, Kendall",608665,2023,"HOU","SL","Slider",-0.5,-2,298,26.8,68,0.241,0.431,0.35,37.3,38.2,25.2,0.18,0.369,0.299,33.3
"Marte, Yunior",628708,2023,"PHI","SL","Slider",0.4,1,309,44.1,68,0.234,0.5,0.343,36.4,30.9,24.4,0.233,0.455,0.314,41.9
"Musgrove, Joe",605397,2023,"SD","SL","Slider",-2.5,-6,225,14.5,66,0.281,0.594,0.377,33.9,31.8,22.3,0.191,0.365,0.247,39.5
"Skubal, Tarik",669373,2023,"DET","SL","Slider",-1.5,-4,252,20.7,66,0.224,0.448,0.336,24,22.7,19,0.206,0.321,0.278,40.9
"Pérez, Cionel",672335,2023,"BAL","SL","Slider",1.9,5,263,30,65,0.167,0.217,0.208,24.4,24.6,18.8,0.194,0.308,0.251,31.8
"Lamet, Dinelson",659275,2023,"BOS","SL","Slider",-2.9,-8,277,45.9,65,0.305,0.593,0.412,36.8,40,25,0.189,0.351,0.27,47.1
"Shuster, Jared",694363,2023,"ATL","SL","Slider",1.1,3,284,32.9,65,0.197,0.311,0.238,28.6,15.4,13.9,0.234,0.415,0.297,38.5
"Murphy, Chris",669684,2023,"BOS","SL","Slider",-1.1,-3,276,31.7,64,0.298,0.544,0.406,24,12.5,13.1,0.257,0.385,0.304,35.3
"Middleton, Keynan",641871,2023,"NYY","SL","Slider",-0.9,-2,264,30.8,64,0.291,0.418,0.377,35.3,23.4,18.3,0.231,0.375,0.322,30
"Speier, Gabe",642100,2023,"SEA","SL","Slider",1.1,3,249,31.8,63,0.183,0.3,0.226,48.3,47.6,26.3,0.215,0.318,0.235,40.6
"Vest, Will",676684,2023,"DET","SL","Slider",0.9,2,260,33.3,63,0.213,0.246,0.248,28.2,23.8,21.1,0.228,0.299,0.242,37
"Hernández, Jonathan",642546,2023,"TEX","SL","Slider",1.6,4,242,43.8,63,0.218,0.291,0.272,43.2,33.3,26.9,0.183,0.27,0.255,34.3
"Winckowski, Josh",670174,2023,"BOS","SL","Slider",0.9,2,271,19.6,63,0.172,0.276,0.247,32.6,27,16.5,0.232,0.34,0.282,31.7
"Leclerc, José",600917,2023,"TEX","SL","Slider",1.2,4,309,31.6,62,0.119,0.169,0.167,50,51.6,25.4,0.1,0.156,0.138,14.8
"Falter, Bailey",663559,2023,"PIT","SL","Slider",-1,-3,245,18.9,62,0.288,0.746,0.44,19.9,9.7,9.5,0.272,0.563,0.366,32.1
"Jiménez, Dany",666204,2023,"OAK","SL","Slider",0.9,2,254,62.6,60,0.077,0.154,0.193,35.6,30,20.7,0.123,0.233,0.222,26.5
"Helsley, Ryan",664854,2023,"STL","SL","Slider",4.2,9,223,36.7,60,0.113,0.189,0.173,52.2,53.3,34.4,0.082,0.145,0.149,21.7
